file,model,condition,record_id,gold_family,gold_count,gold_recall_5,distinct_gold_recovered_5,graded_equal,graded_no_empty_reward,graded_operation_filter_weighted
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:194,boxplot,2,0.0,0,0.4,0.2,0.42857142857142855
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:201,bar,2,0.0,0,0.6,0.4,0.5714285714285714
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:223,boxplot,3,0.0,0,0.3333333333333333,0.3333333333333333,0.23809523809523808
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:227,line,4,0.0,0,0.7,0.5,0.7857142857142857
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:236,boxplot,2,0.0,0,0.4,0.2,0.42857142857142855
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:238,line,3,0.3333333333333333,1,1.0,0.8,1.0
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:252,arc,2,0.0,0,0.4,0.4,0.2857142857142857
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:254,point,2,0.0,0,0.6,0.39999999999999997,0.5714285714285714
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:263,boxplot,5,0.0,0,0.7333333333333333,0.3333333333333333,0.8095238095238094
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:268,rect,5,0.0,0,0.6333333333333333,0.6333333333333333,0.5238095238095238
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:287,point,3,0.0,0,0.36,0.16,0.39999999999999997
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:296,bar+line+rect,5,0.0,0,0.7733333333333333,0.5733333333333334,0.7904761904761904
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:297,bar,2,0.0,0,0.44000000000000006,0.44000000000000006,0.31428571428571433
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:298,line,3,0.0,0,0.6333333333333333,0.6333333333333333,0.5476190476190476
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:303,boxplot,2,0.0,0,0.8666666666666666,0.4666666666666666,0.9047619047619048
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:317,arc,2,0.0,0,0.6666666666666666,0.4666666666666666,0.619047619047619
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:319,point,2,0.0,0,0.37142857142857144,0.37142857142857144,0.2653061224489796
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:320,rect,3,0.0,0,0.4666666666666667,0.4666666666666667,0.33333333333333337
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:325,rect,2,0.0,0,0.24000000000000005,0.24000000000000005,0.17142857142857146
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:332,rect,2,0.0,0,0.8,0.6,0.8095238095238095
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:335,arc,4,0.0,0,0.8333333333333333,0.6333333333333333,0.8333333333333333
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:341,rect,5,0.0,0,0.6666666666666667,0.4666666666666667,0.6190476190476192
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:344,rect,5,0.0,0,0.48,0.48,0.4857142857142857
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:349,arc,4,0.0,0,0.8,0.6,0.7142857142857143
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:351,boxplot,2,0.0,0,0.8666666666666666,0.4666666666666666,0.9047619047619048
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:355,rect,4,0.0,0,0.9333333333333332,0.9333333333333332,0.9047619047619048
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:365,point,2,0.0,0,0.16,0.16,0.1142857142857143
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:366,boxplot,5,0.2,1,0.8,0.6,0.7142857142857143
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:376,rect,4,0.0,0,0.7333333333333333,0.7333333333333333,0.6666666666666666
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:377,rect,4,0.0,0,0.5,0.5,0.5
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:384,arc,3,0.0,0,0.8333333333333333,0.6333333333333333,0.8333333333333333
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:385,arc,3,0.0,0,0.8333333333333333,0.6333333333333333,0.8333333333333333
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:388,bar+line+rect,5,0.0,0,0.5733333333333334,0.37333333333333335,0.6476190476190476
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:392,rect,4,0.0,0,0.44000000000000006,0.24000000000000005,0.4571428571428572
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:395,rect,2,0.0,0,0.72,0.52,0.6571428571428571
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:406,bar,2,0.0,0,0.64,0.44000000000000006,0.6
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:426,arc,5,0.0,0,0.8333333333333333,0.6333333333333333,0.8333333333333333
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:430,bar,2,0.0,0,0.52,0.52,0.37142857142857144
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:432,bar+line+rect,5,0.0,0,0.64,0.64,0.6
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:434,arc,5,0.2,1,1.0,0.8,1.0
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:435,rect,4,0.0,0,0.6666666666666667,0.4666666666666667,0.6190476190476192
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:443,arc,2,0.0,0,0.6333333333333333,0.6333333333333333,0.5476190476190476
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:446,arc,2,0.0,0,0.8,0.8,0.7142857142857143
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:454,arc,2,0.0,0,0.7,0.5,0.6428571428571429
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:461,rect,3,0.3333333333333333,1,1.0,0.8,1.0
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:466,rect,2,0.0,0,0.6666666666666667,0.4666666666666667,0.6190476190476192
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:471,line,5,0.0,0,0.8333333333333333,0.6333333333333333,0.8333333333333333
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:479,bar+line,2,0.0,0,0.74,0.54,0.7428571428571429
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:483,arc,2,0.0,0,0.8333333333333333,0.6333333333333333,0.8333333333333333
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:486,rect,2,0.0,0,0.8800000000000001,0.6799999999999999,0.8285714285714285
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:489,arc,2,0.0,0,0.7,0.5,0.6428571428571429
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:492,rect,2,0.0,0,0.8333333333333333,0.6333333333333333,0.8095238095238094
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:505,bar,2,0.0,0,0.44000000000000006,0.44000000000000006,0.31428571428571433
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:508,arc,2,0.0,0,0.7333333333333333,0.5333333333333333,0.8095238095238094
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:519,boxplot,3,0.0,0,0.7333333333333333,0.3333333333333333,0.8095238095238094
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:524,bar+line+rect,5,0.0,0,0.8533333333333333,0.6533333333333333,0.8476190476190476
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:526,arc,2,0.0,0,0.6333333333333333,0.6333333333333333,0.5476190476190476
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:531,line,3,0.0,0,0.6333333333333333,0.6333333333333333,0.5476190476190476
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:532,arc+bar+line,3,0.0,0,0.8333333333333333,0.6333333333333333,0.8333333333333333
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:535,line,3,0.0,0,0.6333333333333333,0.6333333333333333,0.5476190476190476
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:545,rect,2,0.0,0,0.6666666666666667,0.4666666666666667,0.6190476190476192
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:546,arc,3,0.0,0,0.8333333333333333,0.6333333333333333,0.8333333333333333
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:547,rect,3,0.3333333333333333,1,0.9,0.7,0.8571428571428571
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:551,line,3,0.0,0,0.26666666666666666,0.26666666666666666,0.19047619047619047
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:552,arc,2,0.0,0,0.8333333333333333,0.6333333333333333,0.8333333333333333
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:553,bar,3,0.0,0,0.7,0.5,0.6428571428571429
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:554,arc,2,0.0,0,0.9,0.7,0.9285714285714286
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:556,rect,1,0.0,0,0.4,0.2,0.42857142857142855
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:558,arc,2,0.0,0,0.0,0.0,0.0
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:561,line,5,0.0,0,0.7,0.5,0.6428571428571429
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:566,boxplot,4,0.0,0,0.6,0.2,0.7142857142857143
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:574,bar,5,0.0,0,0.9199999999999999,0.72,0.9428571428571428
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:577,line,5,0.0,0,0.7,0.5,0.6428571428571429
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:578,arc,3,0.0,0,0.8333333333333333,0.6333333333333333,0.8333333333333333
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:583,rect,4,0.0,0,0.7333333333333333,0.5333333333333333,0.6666666666666666
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:589,arc,2,0.5,1,1.0,0.8,1.0
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:609,point,2,0.0,0,0.6,0.4,0.5714285714285714
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:610,bar,2,0.0,0,0.7333333333333333,0.5333333333333333,0.7619047619047619
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:611,bar+line,2,0.0,0,0.7,0.5,0.7142857142857143
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:622,line,4,0.0,0,0.52,0.52,0.37142857142857144
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:623,arc,2,0.0,0,0.9,0.7,0.8571428571428571
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:634,boxplot,2,0.0,0,0.4,0.4,0.2857142857142857
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:636,arc,2,0.0,0,0.6,0.4,0.5714285714285714
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:637,line,2,0.0,0,0.6,0.6,0.5714285714285714
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:642,boxplot,2,0.0,0,0.3333333333333333,0.3333333333333333,0.23809523809523808
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:647,bar+line+point,4,0.0,0,0.5666666666666667,0.5666666666666667,0.4761904761904762
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:649,rect,4,0.0,0,0.16,0.16,0.1142857142857143
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:651,point,3,0.0,0,0.13333333333333333,0.13333333333333333,0.09523809523809523
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:658,bar,3,0.0,0,0.7,0.7,0.5714285714285714
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:663,point,2,0.0,0,0.36,0.16,0.39999999999999997
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:665,point,5,0.0,0,0.5333333333333333,0.3333333333333333,0.5238095238095238
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:666,arc,2,0.0,0,0.6,0.4,0.5714285714285714
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:676,line,2,0.5,1,0.8,0.6,0.7857142857142857
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:677,arc,2,0.0,0,0.7,0.5,0.6428571428571429
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:685,point,3,0.0,0,0.3333333333333333,0.13333333333333333,0.38095238095238093
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:687,boxplot,2,0.0,0,0.7333333333333333,0.3333333333333333,0.8095238095238094
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:688,boxplot,2,0.0,0,0.3333333333333333,0.13333333333333333,0.38095238095238093
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:695,point,2,0.0,0,0.42857142857142855,0.42857142857142855,0.30612244897959184
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:703,arc,4,0.0,0,0.5,0.5,0.35714285714285715
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:705,arc,2,0.0,0,0.7,0.5,0.6428571428571429
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:707,arc,4,0.0,0,0.4,0.2,0.42857142857142855
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:711,boxplot,2,0.0,0,0.7333333333333333,0.3333333333333333,0.8095238095238094
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:727,bar,2,0.0,0,0.7733333333333333,0.5733333333333334,0.7904761904761904
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:730,arc,3,0.0,0,0.2,0.0,0.2857142857142857
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:731,bar,2,0.0,0,0.44000000000000006,0.44000000000000006,0.31428571428571433
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:732,boxplot,2,0.0,0,0.8666666666666666,0.4666666666666666,0.9047619047619048
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:736,bar,3,0.0,0,0.6799999999999999,0.48,0.6857142857142857
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:737,arc,5,0.0,0,0.8333333333333333,0.8333333333333333,0.8333333333333333
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:741,boxplot,2,0.0,0,0.8666666666666666,0.4666666666666666,0.9047619047619048
gemma3_27b_1eb26b_d_55_t_cross150.jsonl,gemma3,direct-basic,nvbench2:test:745,boxplot,3,0.0,0,0.3333333333333333,0.3333333333333333,0.23809523809523808
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:7,bar,5,0.0,0,0.8,0.6,0.7142857142857143
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:11,point,5,0.0,0,0.5599999999999999,0.36,0.5428571428571428
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:18,rect,4,0.0,0,0.6666666666666667,0.6666666666666667,0.6190476190476192
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:20,arc,2,0.0,0,0.8666666666666666,0.6666666666666666,0.9047619047619048
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:25,boxplot,2,0.0,0,0.7,0.5,0.6428571428571429
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:26,boxplot,4,0.0,0,0.4,0.4,0.2857142857142857
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:31,rect,2,0.0,0,0.9333333333333332,0.7333333333333333,0.9523809523809523
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:35,bar+line,4,0.0,0,0.8400000000000001,0.64,0.8857142857142858
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:37,arc,2,0.0,0,0.8,0.8,0.7142857142857143
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:39,bar,2,0.0,0,0.64,0.64,0.6
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:62,arc,3,0.3333333333333333,1,1.0,0.8,1.0
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:70,bar,2,0.0,0,0.8400000000000001,0.64,0.8857142857142858
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:79,boxplot,3,0.0,0,0.8,0.4,0.8571428571428571
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:90,arc,3,0.3333333333333333,1,1.0,0.8,1.0
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:97,line,5,0.2,1,1.0,0.8,1.0
gemma3_27b_1eb26b_s_55_t_cross150.jsonl,gemma3,staged,nvbench2:test:99,boxplot,2,0.0,0,0.9,0.5,0.9285714285714286
