case_id,model,gold_fields_exposed,candidate_field_count,query_only_json_valid,privileged_json_valid,query_only_chart_match,privileged_chart_match,query_only_field_pair_match,privileged_field_pair_match,query_only_full_match,privileged_full_match
1181@y_name@DESC,codegemma:7b,1,3,1,1,1,1,0,0,0,0
1181@y_name@DESC,granite3.1-dense:2b,1,3,1,1,1,1,0,0,0,0
1181@y_name@DESC,llama3.2:3b,1,3,1,1,1,1,0,0,0,0
1181@y_name@DESC,phi3.5:latest,1,3,1,1,1,1,0,0,0,0
1181@y_name@DESC,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
1200@y_name@ASC,codegemma:7b,1,7,1,1,1,1,0,1,0,1
1200@y_name@ASC,granite3.1-dense:2b,1,7,1,1,1,1,0,1,0,1
1200@y_name@ASC,llama3.2:3b,1,7,1,1,1,1,0,1,0,1
1200@y_name@ASC,phi3.5:latest,1,7,1,1,1,1,0,1,0,1
1200@y_name@ASC,qwen2.5:3b,1,7,1,1,1,1,0,1,0,1
1210@y_name@ASC,codegemma:7b,1,3,1,1,1,1,1,0,1,0
1210@y_name@ASC,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
1210@y_name@ASC,llama3.2:3b,1,3,1,1,1,1,1,0,1,0
1210@y_name@ASC,phi3.5:latest,1,3,1,1,1,1,0,1,0,1
1210@y_name@ASC,qwen2.5:3b,1,3,1,1,1,1,1,0,1,0
1222@y_name@DESC,codegemma:7b,1,9,1,1,1,1,0,0,0,0
1222@y_name@DESC,granite3.1-dense:2b,1,9,1,1,1,1,0,0,0,0
1222@y_name@DESC,llama3.2:3b,1,9,1,1,1,1,0,0,0,0
1222@y_name@DESC,phi3.5:latest,1,9,1,0,1,0,0,0,0,0
1222@y_name@DESC,qwen2.5:3b,1,9,1,1,1,1,0,0,0,0
1229,codegemma:7b,1,3,1,1,1,1,0,1,0,1
1229,granite3.1-dense:2b,1,3,1,1,1,1,0,0,0,0
1229,llama3.2:3b,1,3,1,1,1,1,0,0,0,0
1229,phi3.5:latest,1,3,1,1,1,1,1,1,1,1
1229,qwen2.5:3b,1,3,1,1,1,1,1,1,1,1
1278@y_name@ASC,codegemma:7b,1,5,1,1,1,1,0,0,0,0
1278@y_name@ASC,granite3.1-dense:2b,1,5,1,1,1,1,0,1,0,1
1278@y_name@ASC,llama3.2:3b,1,5,1,1,1,1,0,0,0,0
1278@y_name@ASC,phi3.5:latest,1,5,1,1,1,1,0,1,0,1
1278@y_name@ASC,qwen2.5:3b,1,5,1,1,1,1,0,0,0,0
1285,codegemma:7b,1,5,1,1,1,1,0,1,0,1
1285,granite3.1-dense:2b,1,5,1,1,1,1,0,1,0,1
1285,llama3.2:3b,1,5,1,1,1,1,0,0,0,0
1285,phi3.5:latest,1,5,1,0,1,0,0,0,0,0
1285,qwen2.5:3b,1,5,1,1,1,1,0,0,0,0
1316,codegemma:7b,1,6,1,1,1,1,0,0,0,0
1316,granite3.1-dense:2b,1,6,1,1,1,1,0,0,0,0
1316,llama3.2:3b,1,6,1,1,1,1,0,0,0,0
1316,phi3.5:latest,1,6,1,1,1,1,0,0,0,0
1316,qwen2.5:3b,1,6,1,1,1,1,0,0,0,0
1318,codegemma:7b,1,6,1,1,1,1,0,0,0,0
1318,granite3.1-dense:2b,1,6,1,1,1,1,0,0,0,0
1318,llama3.2:3b,1,6,1,1,1,1,0,0,0,0
1318,phi3.5:latest,1,6,1,0,1,0,0,0,0,0
1318,qwen2.5:3b,1,6,1,1,1,1,0,0,0,0
1324@y_name@ASC,codegemma:7b,1,3,1,1,1,1,0,0,0,0
1324@y_name@ASC,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
1324@y_name@ASC,llama3.2:3b,1,3,1,1,1,1,0,1,0,1
1324@y_name@ASC,phi3.5:latest,1,3,1,1,1,1,0,1,0,1
1324@y_name@ASC,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
1373@y_name@DESC,codegemma:7b,1,3,1,1,1,1,1,1,1,1
1373@y_name@DESC,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
1373@y_name@DESC,llama3.2:3b,1,3,1,1,1,1,1,1,1,1
1373@y_name@DESC,phi3.5:latest,1,3,1,1,1,1,0,1,0,1
1373@y_name@DESC,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
1407@y_name@DESC,codegemma:7b,1,3,1,1,1,1,0,1,0,1
1407@y_name@DESC,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
1407@y_name@DESC,llama3.2:3b,1,3,1,1,1,1,0,1,0,1
1407@y_name@DESC,phi3.5:latest,1,3,1,1,1,1,0,1,0,1
1407@y_name@DESC,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
1419@y_name@ASC,codegemma:7b,1,6,1,1,1,1,1,1,1,1
1419@y_name@ASC,granite3.1-dense:2b,1,6,1,1,1,1,0,1,0,1
1419@y_name@ASC,llama3.2:3b,1,6,1,1,1,1,1,1,1,1
1419@y_name@ASC,phi3.5:latest,1,6,1,1,1,0,0,0,0,0
1419@y_name@ASC,qwen2.5:3b,1,6,1,1,1,1,0,1,0,1
1504,codegemma:7b,1,5,1,1,0,0,1,1,0,0
1504,granite3.1-dense:2b,1,5,1,1,1,1,0,1,0,1
1504,llama3.2:3b,1,5,1,1,1,0,1,1,1,0
1504,phi3.5:latest,1,5,0,1,0,0,0,0,0,0
1504,qwen2.5:3b,1,5,1,1,1,1,1,1,1,1
1510@y_name@ASC,codegemma:7b,1,7,1,1,1,1,1,1,1,1
1510@y_name@ASC,granite3.1-dense:2b,1,7,1,1,1,1,1,1,1,1
1510@y_name@ASC,llama3.2:3b,1,7,1,1,1,1,1,1,1,1
1510@y_name@ASC,phi3.5:latest,1,7,1,1,1,1,0,0,0,0
1510@y_name@ASC,qwen2.5:3b,1,7,1,1,1,1,1,1,1,1
1524,codegemma:7b,1,5,1,1,1,1,0,0,0,0
1524,granite3.1-dense:2b,1,5,1,1,1,1,0,0,0,0
1524,llama3.2:3b,1,5,1,1,1,1,1,0,1,0
1524,phi3.5:latest,1,5,0,1,0,1,0,0,0,0
1524,qwen2.5:3b,1,5,1,1,1,1,0,0,0,0
1526,codegemma:7b,1,3,1,1,1,1,1,0,1,0
1526,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
1526,llama3.2:3b,1,3,1,1,1,1,1,1,1,1
1526,phi3.5:latest,1,3,0,0,0,0,0,0,0,0
1526,qwen2.5:3b,1,3,1,1,1,1,1,1,1,1
1531,codegemma:7b,1,6,1,1,1,1,0,0,0,0
1531,granite3.1-dense:2b,1,6,1,1,1,1,0,0,0,0
1531,llama3.2:3b,1,6,1,1,1,1,0,0,0,0
1531,phi3.5:latest,1,6,1,1,1,1,0,0,0,0
1531,qwen2.5:3b,1,6,1,1,1,1,0,0,0,0
1563,codegemma:7b,1,8,1,1,1,1,1,1,1,1
1563,granite3.1-dense:2b,1,8,1,1,1,1,0,1,0,1
1563,llama3.2:3b,1,8,1,1,1,1,1,1,1,1
1563,phi3.5:latest,1,8,1,1,1,0,0,0,0,0
1563,qwen2.5:3b,1,8,1,1,1,1,0,1,0,1
1622@y_name@ASC,codegemma:7b,1,6,1,1,1,1,1,0,1,0
1622@y_name@ASC,granite3.1-dense:2b,1,6,1,1,1,1,0,1,0,1
1622@y_name@ASC,llama3.2:3b,1,6,1,1,1,1,1,0,1,0
1622@y_name@ASC,phi3.5:latest,1,6,0,1,0,0,0,0,0,0
1622@y_name@ASC,qwen2.5:3b,1,6,1,1,1,1,0,1,0,1
1966,codegemma:7b,1,3,1,1,1,1,0,0,0,0
1966,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
1966,llama3.2:3b,1,3,1,1,1,1,0,1,0,1
1966,phi3.5:latest,1,3,1,1,1,1,0,0,0,0
1966,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
1987@x_name@ASC,codegemma:7b,1,3,1,1,1,1,0,1,0,1
1987@x_name@ASC,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
1987@x_name@ASC,llama3.2:3b,1,3,1,1,1,1,0,1,0,1
1987@x_name@ASC,phi3.5:latest,1,3,1,1,1,1,0,1,0,1
1987@x_name@ASC,qwen2.5:3b,1,3,1,1,1,1,1,1,1,1
2051@x_name@ASC,codegemma:7b,1,7,1,1,1,1,1,1,1,1
2051@x_name@ASC,granite3.1-dense:2b,1,7,1,1,1,1,1,1,1,1
2051@x_name@ASC,llama3.2:3b,1,7,1,1,1,1,1,1,1,1
2051@x_name@ASC,phi3.5:latest,1,7,1,1,1,1,1,1,1,1
2051@x_name@ASC,qwen2.5:3b,1,7,1,1,1,1,0,1,0,1
2087@y_name@DESC,codegemma:7b,1,3,1,1,1,1,0,1,0,1
2087@y_name@DESC,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
2087@y_name@DESC,llama3.2:3b,1,3,1,1,1,1,0,1,0,1
2087@y_name@DESC,phi3.5:latest,1,3,0,1,0,1,0,0,0,0
2087@y_name@DESC,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
2096,codegemma:7b,1,5,1,1,1,1,0,0,0,0
2096,granite3.1-dense:2b,1,5,1,1,1,1,0,1,0,1
2096,llama3.2:3b,1,5,1,1,1,1,0,0,0,0
2096,phi3.5:latest,1,5,1,0,1,0,0,0,0,0
2096,qwen2.5:3b,1,5,1,1,1,1,0,1,0,1
2165@y_name@DESC,codegemma:7b,1,5,1,1,1,1,0,1,0,1
2165@y_name@DESC,granite3.1-dense:2b,1,5,1,1,1,1,0,1,0,1
2165@y_name@DESC,llama3.2:3b,1,5,1,1,1,1,0,0,0,0
2165@y_name@DESC,phi3.5:latest,1,5,1,1,1,1,0,1,0,1
2165@y_name@DESC,qwen2.5:3b,1,5,1,1,1,1,0,1,0,1
2173@y_name@DESC,codegemma:7b,1,6,1,1,1,1,0,0,0,0
2173@y_name@DESC,granite3.1-dense:2b,1,6,1,1,1,1,0,0,0,0
2173@y_name@DESC,llama3.2:3b,1,6,1,1,1,1,0,0,0,0
2173@y_name@DESC,phi3.5:latest,1,6,1,0,1,0,0,0,0,0
2173@y_name@DESC,qwen2.5:3b,1,6,1,1,1,1,0,0,0,0
219,codegemma:7b,1,4,1,1,1,1,1,1,1,1
219,granite3.1-dense:2b,1,4,1,1,1,1,0,1,0,1
219,llama3.2:3b,1,4,1,1,1,1,0,1,0,1
219,phi3.5:latest,1,4,1,1,1,1,0,1,0,1
219,qwen2.5:3b,1,4,1,1,1,1,0,1,0,1
2226,codegemma:7b,1,6,1,1,1,1,0,1,0,1
2226,granite3.1-dense:2b,1,6,1,1,1,1,1,1,1,1
2226,llama3.2:3b,1,6,1,1,1,1,0,0,0,0
2226,phi3.5:latest,1,6,1,0,1,0,1,0,1,0
2226,qwen2.5:3b,1,6,1,1,1,1,1,1,1,1
2229,codegemma:7b,1,7,1,1,1,1,1,1,1,1
2229,granite3.1-dense:2b,1,7,1,1,1,1,0,1,0,1
2229,llama3.2:3b,1,7,1,1,1,1,0,1,0,1
2229,phi3.5:latest,1,7,1,0,1,0,1,0,1,0
2229,qwen2.5:3b,1,7,1,1,1,1,0,1,0,1
2344,codegemma:7b,1,6,1,1,1,1,0,0,0,0
2344,granite3.1-dense:2b,1,6,1,1,1,1,0,1,0,1
2344,llama3.2:3b,1,6,1,1,1,1,0,0,0,0
2344,phi3.5:latest,1,6,1,1,1,1,0,1,0,1
2344,qwen2.5:3b,1,6,1,1,1,1,0,0,0,0
2359,codegemma:7b,1,5,1,1,1,1,0,1,0,1
2359,granite3.1-dense:2b,1,5,1,1,1,1,1,1,1,1
2359,llama3.2:3b,1,5,1,1,1,1,0,0,0,0
2359,phi3.5:latest,1,5,1,1,1,1,0,1,0,1
2359,qwen2.5:3b,1,5,1,1,1,1,0,1,0,1
2429,codegemma:7b,1,9,1,1,1,1,0,0,0,0
2429,granite3.1-dense:2b,1,9,1,1,1,1,0,1,0,1
2429,llama3.2:3b,1,9,1,1,1,1,0,0,0,0
2429,phi3.5:latest,1,9,1,1,1,1,0,0,0,0
2429,qwen2.5:3b,1,9,1,1,1,1,0,0,0,0
2437,codegemma:7b,1,3,1,1,1,1,0,0,0,0
2437,granite3.1-dense:2b,1,3,1,1,1,1,0,0,0,0
2437,llama3.2:3b,1,3,1,1,1,1,0,0,0,0
2437,phi3.5:latest,1,3,1,1,0,1,0,0,0,0
2437,qwen2.5:3b,1,3,1,1,1,1,0,0,0,0
2507@y_name@ASC,codegemma:7b,1,3,1,1,1,1,1,1,1,1
2507@y_name@ASC,granite3.1-dense:2b,1,3,1,1,1,1,1,1,1,1
2507@y_name@ASC,llama3.2:3b,1,3,1,1,1,1,1,1,1,1
2507@y_name@ASC,phi3.5:latest,1,3,1,1,1,1,1,1,1,1
2507@y_name@ASC,qwen2.5:3b,1,3,1,1,1,1,1,1,1,1
2516,codegemma:7b,1,5,1,1,1,1,0,0,0,0
2516,granite3.1-dense:2b,1,5,1,1,1,1,0,0,0,0
2516,llama3.2:3b,1,5,1,1,1,1,0,1,0,1
2516,phi3.5:latest,1,5,1,1,1,1,0,0,0,0
2516,qwen2.5:3b,1,5,1,1,1,1,0,0,0,0
2614@x_name@DESC,codegemma:7b,1,5,1,1,1,1,1,0,1,0
2614@x_name@DESC,granite3.1-dense:2b,1,5,1,1,1,1,1,1,1,1
2614@x_name@DESC,llama3.2:3b,1,5,1,1,1,1,1,0,1,0
2614@x_name@DESC,phi3.5:latest,1,5,1,1,1,1,0,1,0,1
2614@x_name@DESC,qwen2.5:3b,1,5,1,1,1,1,1,0,1,0
2620,codegemma:7b,1,8,1,1,1,1,0,0,0,0
2620,granite3.1-dense:2b,1,8,1,1,1,1,0,1,0,1
2620,llama3.2:3b,1,8,1,1,1,1,0,0,0,0
2620,phi3.5:latest,1,8,1,1,1,1,0,0,0,0
2620,qwen2.5:3b,1,8,1,1,1,1,0,0,0,0
2630,codegemma:7b,1,4,1,1,1,1,0,1,0,1
2630,granite3.1-dense:2b,1,4,1,1,1,1,0,1,0,1
2630,llama3.2:3b,1,4,1,1,1,1,0,1,0,1
2630,phi3.5:latest,1,4,1,1,1,1,0,0,0,0
2630,qwen2.5:3b,1,4,1,1,1,1,0,0,0,0
2638,codegemma:7b,1,3,1,1,1,1,0,1,0,1
2638,granite3.1-dense:2b,1,3,1,1,1,1,1,1,1,1
2638,llama3.2:3b,1,3,1,1,1,1,0,1,0,1
2638,phi3.5:latest,1,3,1,1,1,1,0,1,0,1
2638,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
2645,codegemma:7b,1,4,1,1,1,1,0,0,0,0
2645,granite3.1-dense:2b,1,4,1,1,1,1,0,0,0,0
2645,llama3.2:3b,1,4,1,1,1,1,1,0,1,0
2645,phi3.5:latest,1,4,1,0,1,0,0,0,0,0
2645,qwen2.5:3b,1,4,1,1,1,1,0,0,0,0
2678@y_name@DESC,codegemma:7b,1,3,1,1,1,1,1,1,1,1
2678@y_name@DESC,granite3.1-dense:2b,1,3,1,1,1,1,1,1,1,1
2678@y_name@DESC,llama3.2:3b,1,3,1,1,1,1,0,1,0,1
2678@y_name@DESC,phi3.5:latest,1,3,1,1,1,1,0,1,0,1
2678@y_name@DESC,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
2691@x_name@ASC,codegemma:7b,1,5,1,1,1,1,0,0,0,0
2691@x_name@ASC,granite3.1-dense:2b,1,5,1,1,1,1,0,1,0,1
2691@x_name@ASC,llama3.2:3b,1,5,1,1,1,1,0,0,0,0
2691@x_name@ASC,phi3.5:latest,1,5,1,1,1,1,0,1,0,1
2691@x_name@ASC,qwen2.5:3b,1,5,1,1,1,1,0,0,0,0
2709,codegemma:7b,1,5,1,1,1,1,0,0,0,0
2709,granite3.1-dense:2b,1,5,1,1,1,0,0,0,0,0
2709,llama3.2:3b,1,5,1,1,0,0,0,0,0,0
2709,phi3.5:latest,1,5,1,1,0,0,0,0,0,0
2709,qwen2.5:3b,1,5,1,1,1,1,0,0,0,0
2724,codegemma:7b,1,3,1,1,1,1,1,0,1,0
2724,granite3.1-dense:2b,1,3,1,1,1,1,1,1,1,1
2724,llama3.2:3b,1,3,1,1,1,1,1,0,1,0
2724,phi3.5:latest,1,3,1,1,1,1,1,1,1,1
2724,qwen2.5:3b,1,3,1,1,1,1,1,1,1,1
2756@x_name@DESC,codegemma:7b,1,4,1,1,0,1,1,1,0,1
2756@x_name@DESC,granite3.1-dense:2b,1,4,1,1,1,0,0,0,0,0
2756@x_name@DESC,llama3.2:3b,1,4,1,1,1,1,0,0,0,0
2756@x_name@DESC,phi3.5:latest,1,4,1,1,0,0,0,0,0,0
2756@x_name@DESC,qwen2.5:3b,1,4,1,1,0,0,0,0,0,0
2772@y_name@ASC,codegemma:7b,1,5,1,1,1,1,0,0,0,0
2772@y_name@ASC,granite3.1-dense:2b,1,5,1,1,1,1,0,0,0,0
2772@y_name@ASC,llama3.2:3b,1,5,1,1,1,1,0,0,0,0
2772@y_name@ASC,phi3.5:latest,1,5,1,1,1,1,0,0,0,0
2772@y_name@ASC,qwen2.5:3b,1,5,1,1,1,1,0,1,0,1
2802,codegemma:7b,1,3,1,1,1,1,0,0,0,0
2802,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
2802,llama3.2:3b,1,3,1,1,1,1,0,0,0,0
2802,phi3.5:latest,1,3,1,1,1,1,0,0,0,0
2802,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
2807,codegemma:7b,1,3,1,1,1,1,0,1,0,1
2807,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
2807,llama3.2:3b,1,3,1,1,1,1,0,0,0,0
2807,phi3.5:latest,1,3,1,1,1,1,0,1,0,1
2807,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
2848,codegemma:7b,1,6,1,1,1,1,0,0,0,0
2848,granite3.1-dense:2b,1,6,1,1,1,1,0,0,0,0
2848,llama3.2:3b,1,6,1,1,1,1,0,0,0,0
2848,phi3.5:latest,1,6,0,1,0,1,0,0,0,0
2848,qwen2.5:3b,1,6,1,1,1,1,0,0,0,0
2879@y_name@ASC,codegemma:7b,1,3,1,1,1,1,1,1,1,1
2879@y_name@ASC,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
2879@y_name@ASC,llama3.2:3b,1,3,1,1,1,1,0,1,0,1
2879@y_name@ASC,phi3.5:latest,1,3,1,1,1,1,0,1,0,1
2879@y_name@ASC,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
2886@x_name@DESC,codegemma:7b,1,7,1,1,1,1,1,0,1,0
2886@x_name@DESC,granite3.1-dense:2b,1,7,1,1,1,1,1,1,1,1
2886@x_name@DESC,llama3.2:3b,1,7,1,1,1,1,1,0,1,0
2886@x_name@DESC,phi3.5:latest,1,7,1,1,1,1,0,1,0,1
2886@x_name@DESC,qwen2.5:3b,1,7,1,1,1,1,1,0,1,0
292,codegemma:7b,1,4,1,1,1,1,0,0,0,0
292,granite3.1-dense:2b,1,4,1,1,1,1,0,0,0,0
292,llama3.2:3b,1,4,1,1,1,1,0,0,0,0
292,phi3.5:latest,1,4,1,0,1,0,0,0,0,0
292,qwen2.5:3b,1,4,1,1,1,1,0,0,0,0
293,codegemma:7b,1,5,1,1,1,1,0,0,0,0
293,granite3.1-dense:2b,1,5,1,1,1,1,0,1,0,1
293,llama3.2:3b,1,5,1,1,1,1,0,1,0,1
293,phi3.5:latest,1,5,1,1,0,1,0,0,0,0
293,qwen2.5:3b,1,5,1,1,1,1,0,0,0,0
2944@y_name@ASC,codegemma:7b,1,3,1,1,1,1,1,1,1,1
2944@y_name@ASC,granite3.1-dense:2b,1,3,1,1,1,1,1,1,1,1
2944@y_name@ASC,llama3.2:3b,1,3,1,1,1,1,0,1,0,1
2944@y_name@ASC,phi3.5:latest,1,3,1,0,1,0,0,0,0,0
2944@y_name@ASC,qwen2.5:3b,1,3,1,1,1,1,0,0,0,0
2962,codegemma:7b,1,3,1,1,1,1,0,0,0,0
2962,granite3.1-dense:2b,1,3,1,1,1,1,0,0,0,0
2962,llama3.2:3b,1,3,1,1,1,1,0,1,0,1
2962,phi3.5:latest,1,3,1,1,1,1,0,0,0,0
2962,qwen2.5:3b,1,3,1,1,1,1,0,0,0,0
3022@x_name@DESC,codegemma:7b,1,7,1,1,1,1,1,1,1,1
3022@x_name@DESC,granite3.1-dense:2b,1,7,1,1,1,1,0,0,0,0
3022@x_name@DESC,llama3.2:3b,1,7,1,1,1,1,0,1,0,1
3022@x_name@DESC,phi3.5:latest,1,7,1,1,1,1,0,0,0,0
3022@x_name@DESC,qwen2.5:3b,1,7,1,1,1,1,0,1,0,1
3052@x_name@ASC,codegemma:7b,1,4,1,1,1,1,0,1,0,1
3052@x_name@ASC,granite3.1-dense:2b,1,4,1,1,1,1,0,1,0,1
3052@x_name@ASC,llama3.2:3b,1,4,1,1,1,1,0,1,0,1
3052@x_name@ASC,phi3.5:latest,1,4,1,1,1,1,0,1,0,1
3052@x_name@ASC,qwen2.5:3b,1,4,1,1,1,1,0,1,0,1
3064,codegemma:7b,1,11,1,1,1,1,1,1,1,1
3064,granite3.1-dense:2b,1,11,1,1,1,1,1,1,1,1
3064,llama3.2:3b,1,11,1,1,1,1,0,0,0,0
3064,phi3.5:latest,1,11,1,1,1,0,0,0,0,0
3064,qwen2.5:3b,1,11,1,1,1,1,0,0,0,0
3198,codegemma:7b,1,3,1,1,1,1,0,0,0,0
3198,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
3198,llama3.2:3b,1,3,1,1,1,1,0,0,0,0
3198,phi3.5:latest,1,3,1,1,1,1,0,0,0,0
3198,qwen2.5:3b,1,3,1,1,1,1,0,0,0,0
3210@x_name@DESC,codegemma:7b,1,3,1,1,1,1,1,1,1,1
3210@x_name@DESC,granite3.1-dense:2b,1,3,1,1,1,1,1,1,1,1
3210@x_name@DESC,llama3.2:3b,1,3,1,1,1,1,0,1,0,1
3210@x_name@DESC,phi3.5:latest,1,3,1,1,1,1,1,1,1,1
3210@x_name@DESC,qwen2.5:3b,1,3,1,1,1,1,1,1,1,1
3213,codegemma:7b,1,5,1,1,1,1,0,0,0,0
3213,granite3.1-dense:2b,1,5,1,1,1,1,0,1,0,1
3213,llama3.2:3b,1,5,1,1,1,1,0,0,0,0
3213,phi3.5:latest,1,5,1,1,1,1,0,0,0,0
3213,qwen2.5:3b,1,5,1,1,1,1,0,0,0,0
3274,codegemma:7b,1,10,1,1,1,1,0,0,0,0
3274,granite3.1-dense:2b,1,10,1,1,1,1,0,0,0,0
3274,llama3.2:3b,1,10,1,1,1,1,0,0,0,0
3274,phi3.5:latest,1,10,1,1,1,0,0,0,0,0
3274,qwen2.5:3b,1,10,1,1,1,1,0,0,0,0
3279@y_name@ASC,codegemma:7b,1,3,1,1,1,1,0,0,0,0
3279@y_name@ASC,granite3.1-dense:2b,1,3,1,1,1,1,1,1,1,1
3279@y_name@ASC,llama3.2:3b,1,3,1,1,1,1,0,0,0,0
3279@y_name@ASC,phi3.5:latest,1,3,1,1,1,1,0,0,0,0
3279@y_name@ASC,qwen2.5:3b,1,3,1,1,1,1,0,0,0,0
33,codegemma:7b,1,3,1,1,1,1,0,0,0,0
33,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
33,llama3.2:3b,1,3,1,1,1,1,1,1,1,1
33,phi3.5:latest,1,3,1,1,1,1,0,0,0,0
33,qwen2.5:3b,1,3,1,1,1,1,0,0,0,0
335,codegemma:7b,1,6,1,1,1,1,0,0,0,0
335,granite3.1-dense:2b,1,6,1,1,1,1,0,0,0,0
335,llama3.2:3b,1,6,1,1,1,1,0,0,0,0
335,phi3.5:latest,1,6,1,0,1,0,0,0,0,0
335,qwen2.5:3b,1,6,1,1,1,1,0,1,0,1
372@y_name@DESC,codegemma:7b,1,3,1,1,1,1,0,0,0,0
372@y_name@DESC,granite3.1-dense:2b,1,3,1,1,1,1,1,1,1,1
372@y_name@DESC,llama3.2:3b,1,3,1,1,1,1,0,0,0,0
372@y_name@DESC,phi3.5:latest,1,3,1,1,1,1,0,1,0,1
372@y_name@DESC,qwen2.5:3b,1,3,1,1,1,1,0,0,0,0
402,codegemma:7b,1,4,1,1,1,1,1,1,1,1
402,granite3.1-dense:2b,1,4,1,1,1,1,1,1,1,1
402,llama3.2:3b,1,4,1,1,1,1,1,1,1,1
402,phi3.5:latest,1,4,1,1,1,0,0,0,0,0
402,qwen2.5:3b,1,4,1,1,1,1,0,0,0,0
4030,codegemma:7b,1,5,1,1,0,1,1,0,0,0
4030,granite3.1-dense:2b,1,5,1,1,0,0,0,1,0,0
4030,llama3.2:3b,1,5,1,1,0,0,0,1,0,0
4030,phi3.5:latest,1,5,1,1,0,0,0,1,0,0
4030,qwen2.5:3b,1,5,1,1,0,0,0,0,0,0
432,codegemma:7b,1,4,1,1,1,1,0,0,0,0
432,granite3.1-dense:2b,1,4,1,1,1,1,0,0,0,0
432,llama3.2:3b,1,4,1,1,1,1,0,0,0,0
432,phi3.5:latest,1,4,1,0,1,0,0,0,0,0
432,qwen2.5:3b,1,4,1,1,1,1,0,0,0,0
443@x_name@ASC,codegemma:7b,1,3,1,1,1,1,1,1,1,1
443@x_name@ASC,granite3.1-dense:2b,1,3,1,1,1,1,1,1,1,1
443@x_name@ASC,llama3.2:3b,1,3,1,1,1,1,0,1,0,1
443@x_name@ASC,phi3.5:latest,1,3,1,1,1,1,1,1,1,1
443@x_name@ASC,qwen2.5:3b,1,3,1,1,1,1,1,1,1,1
