record_id,gold_family,variant,top1_agreement,candidate_jaccard,baseline_hit1,variant_hit1,delta_hit1,baseline_hit5,variant_hit5,delta_hit5,baseline_top1_conformity,variant_top1_conformity,delta_top1_conformity,baseline_component_overlap,variant_component_overlap,delta_component_overlap,variant_parse_success
nvbench2:dev:17,line,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.16666666666666663,1.0
nvbench2:dev:176,line,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.64,0.64,0.0,1.0
nvbench2:dev:182,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666667,0.6666666666666667,0.0,1.0
nvbench2:dev:188,rect,prompt_paraphrase,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:191,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.9333333333333332,-0.06666666666666676,1.0
nvbench2:dev:203,bar+line,prompt_paraphrase,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.72,0.72,0.0,1.0
nvbench2:dev:214,rect,prompt_paraphrase,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.6666666666666667,-0.06666666666666654,1.0
nvbench2:dev:22,boxplot,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7,-0.30000000000000004,1.0
nvbench2:dev:223,boxplot,prompt_paraphrase,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:228,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.24000000000000005,0.040000000000000036,1.0
nvbench2:dev:23,point,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.44000000000000006,0.44000000000000006,0.0,1.0
nvbench2:dev:232,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:245,line,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5866666666666667,0.6,0.013333333333333308,1.0
nvbench2:dev:25,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666667,-0.33333333333333326,1.0
nvbench2:dev:252,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.7,0.5399999999999999,1.0
nvbench2:dev:253,arc+bar+line,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:255,bar,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8,0.7333333333333333,-0.06666666666666676,1.0
nvbench2:dev:256,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5333333333333334,0.5333333333333333,-1.1102230246251565e-16,1.0
nvbench2:dev:259,point,prompt_paraphrase,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:278,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:283,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.26666666666666666,0.26666666666666666,0.0,1.0
nvbench2:dev:286,bar,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9199999999999999,0.8533333333333333,-0.06666666666666665,1.0
nvbench2:dev:292,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5666666666666667,0.4666666666666667,-0.09999999999999998,1.0
nvbench2:dev:296,bar,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:298,bar,prompt_paraphrase,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:300,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:302,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:307,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.7,0.033333333333333215,1.0
nvbench2:dev:314,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:315,bar,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:317,rect,prompt_paraphrase,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.6666666666666667,0.0,1.0
nvbench2:dev:319,boxplot,prompt_paraphrase,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:326,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.26666666666666666,0.24000000000000005,-0.026666666666666616,1.0
nvbench2:dev:327,boxplot,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:33,arc,prompt_paraphrase,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:331,bar,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.8,0.06666666666666676,1.0
nvbench2:dev:332,arc,prompt_paraphrase,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.2,0.0,1.0
nvbench2:dev:336,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:338,rect,prompt_paraphrase,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:34,point,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:340,rect,prompt_paraphrase,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9333333333333332,0.9333333333333332,0.0,1.0
nvbench2:dev:346,bar+line+rect,prompt_paraphrase,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1.0
nvbench2:dev:35,bar+line+point+rect,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:358,bar,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:362,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6,0.6666666666666667,0.06666666666666676,1.0
nvbench2:dev:367,bar,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.64,0.8400000000000001,0.20000000000000007,1.0
nvbench2:dev:381,rect,prompt_paraphrase,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9333333333333332,0.9333333333333332,0.0,1.0
nvbench2:dev:383,rect,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:384,bar,prompt_paraphrase,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.62,0.6133333333333333,-0.00666666666666671,1.0
nvbench2:dev:388,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666667,0.6666666666666667,0.0,1.0
nvbench2:dev:39,arc,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.64,0.7,0.05999999999999994,1.0
nvbench2:dev:394,arc,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.09999999999999998,1.0
nvbench2:dev:398,line,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:40,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:403,point,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36,0.36,0.0,1.0
nvbench2:dev:405,bar,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:41,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:421,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1.0
nvbench2:dev:422,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:436,point,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,0.4,0.0,1.0
nvbench2:dev:444,point,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.3333333333333333,0.13333333333333333,-0.19999999999999998,1.0
nvbench2:dev:445,boxplot,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1.0
nvbench2:dev:455,bar,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:457,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:462,bar,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8,0.6,-0.20000000000000007,1.0
nvbench2:dev:463,bar+line+point,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5733333333333334,0.5733333333333334,0.0,1.0
nvbench2:dev:465,arc,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.9,0.0,1.0
nvbench2:dev:470,boxplot,prompt_paraphrase,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8,0.8,0.0,1.0
nvbench2:dev:475,bar+line,prompt_paraphrase,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0
nvbench2:dev:48,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:485,bar,prompt_paraphrase,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:49,line,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9,0.9333333333333332,0.033333333333333215,1.0
nvbench2:dev:492,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:495,boxplot,prompt_paraphrase,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:498,arc,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6333333333333333,-0.06666666666666665,1.0
nvbench2:dev:499,line,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9333333333333332,-0.06666666666666676,1.0
nvbench2:dev:507,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.09999999999999998,1.0
nvbench2:dev:508,arc,prompt_paraphrase,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:51,bar,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8533333333333333,0.8533333333333333,0.0,1.0
nvbench2:dev:515,line,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1.0
nvbench2:dev:531,bar,prompt_paraphrase,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9199999999999999,0.9199999999999999,0.0,1.0
nvbench2:dev:538,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:54,bar,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.9199999999999999,0.8400000000000001,-0.07999999999999985,1.0
nvbench2:dev:540,bar,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9199999999999999,0.9199999999999999,0.0,1.0
nvbench2:dev:551,line,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.8,0.7,-0.10000000000000009,1.0
nvbench2:dev:554,point,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:562,bar,prompt_paraphrase,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:568,line,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.8666666666666666,0.8333333333333333,-0.033333333333333326,1.0
nvbench2:dev:57,rect,prompt_paraphrase,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:571,rect,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40714285714285714,0.40714285714285714,0.0,1.0
nvbench2:dev:572,bar,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9333333333333332,0.9333333333333332,0.0,1.0
nvbench2:dev:573,point,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36,0.36,0.0,1.0
nvbench2:dev:603,rect,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8,0.8,0.0,1.0
nvbench2:dev:605,line,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8333333333333333,-0.06666666666666676,1.0
nvbench2:dev:606,bar,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.9199999999999999,0.8400000000000001,-0.07999999999999985,1.0
nvbench2:dev:61,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:612,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:614,bar,prompt_paraphrase,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:628,rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5714285714285714,0.4,-0.17142857142857137,1.0
nvbench2:dev:63,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:641,rect,prompt_paraphrase,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666668,0.8666666666666668,0.0,1.0
nvbench2:dev:642,line,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.6666666666666666,-0.06666666666666665,1.0
nvbench2:dev:644,bar+line,prompt_paraphrase,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9333333333333332,0.9333333333333332,0.0,1.0
nvbench2:dev:647,bar,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.6666666666666667,0.0,1.0
nvbench2:dev:651,bar,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9199999999999999,0.9199999999999999,0.0,1.0
nvbench2:dev:655,line,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.16,0.2,0.04000000000000001,1.0
nvbench2:dev:666,line,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9333333333333332,-0.06666666666666676,1.0
nvbench2:dev:672,bar,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:675,bar,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,1.0,0.30000000000000004,1.0
nvbench2:dev:68,arc,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9,0.7,-0.20000000000000007,1.0
nvbench2:dev:681,bar,prompt_paraphrase,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9199999999999999,0.64,-0.2799999999999999,1.0
nvbench2:dev:683,bar,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.39999999999999997,0.5333333333333333,0.13333333333333336,1.0
nvbench2:dev:684,bar,prompt_paraphrase,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:713,bar,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0
nvbench2:dev:715,point,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5333333333333333,0.5333333333333333,0.0,1.0
nvbench2:dev:716,boxplot,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:717,boxplot,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7,0.033333333333333326,1.0
nvbench2:dev:718,boxplot,prompt_paraphrase,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8,0.8,0.0,1.0
nvbench2:dev:719,arc,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7,0.6333333333333333,-0.06666666666666665,1.0
nvbench2:dev:72,arc,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:721,boxplot,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.5,-0.09999999999999998,1.0
nvbench2:dev:723,boxplot,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8666666666666666,0.6,-0.2666666666666666,1.0
nvbench2:dev:725,boxplot,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,0.4,0.0,1.0
nvbench2:dev:73,arc,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8333333333333333,-0.06666666666666676,1.0
nvbench2:dev:732,bar+line+rect,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.52,0.72,0.19999999999999996,1.0
nvbench2:dev:733,bar+line+rect,prompt_paraphrase,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9199999999999999,0.9199999999999999,0.0,1.0
nvbench2:dev:76,bar,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.44000000000000006,0.64,0.19999999999999996,1.0
nvbench2:dev:83,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:84,rect,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8666666666666668,0.8666666666666668,0.0,1.0
nvbench2:dev:89,arc,prompt_paraphrase,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0
nvbench2:dev:92,arc,prompt_paraphrase,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0
nvbench2:dev:97,line,prompt_paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0
